App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated
Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,COMICS,4.1,690,4,50000,Free,0,Everyone,29-Sep-15
Extreme Match,FAMILY,3.6,688,26,50000,Free,0,Everyone,20-Sep-16
Mercato foot by Maxifoot,PRODUCTIVITY,4.4,688,4,50000,Free,0,Everyone,17-Jul-18
fi,FINANCE,4.3,685,21,50000,Free,0,Everyone,03-Aug-18
To-do list,FAMILY,4.5,681,2,50000,Free,0,Everyone,20-Nov-15
European Union Simulator,LIFESTYLE,2.6,680,60,50000,Free,0,Everyone,19-Sep-17
AU Spark,TOOLS,4.3,668,13,50000,Free,0,Everyone,31-Mar-16
Ap Video Downloader for fb New 2018,FAMILY,4.1,665,5,50000,Free,0,Everyone,24-May-18
Servers Ultimate Pack B,FAMILY,4.5,663,25,50000,Free,0,Everyone,09-Feb-18
Pocket GMAT Math,COMMUNICATION,4.6,649,8,50000,Free,0,Everyone,08-Aug-13
Skin Care and Natural Beauty,EDUCATION,4.2,642,Varies with device,50000,Free,0,Everyone,05-Jun-18
SAT Vocabulary,FINANCE,4.3,634,2,50000,Free,0,Everyone,04-Oct-13
DP and Status,PRODUCTIVITY,4,616,2,50000,Free,0,Everyone,22-Sep-14
Total AV,PRODUCTIVITY,4.4,607,37,50000,Free,0,Everyone,24-Jul-16
Going Abroad,PRODUCTIVITY,4.3,596,22,50000,Free,0,Everyone,04-Jul-18
O-Level Past Papers & Solution (up to 2017),LIFESTYLE,4,576,7,50000,Free,0,Everyone,07-Jun-18
iBP Blood Pressure,MEDICAL,4.5,572,44,50000,Free,0,Everyone,13-Jul-18
ECナビ×シュフー,MEDICAL,3.8,568,42,50000,Free,0,Everyone,22-Jan-14
LactMed,FAMILY,4.5,566,17,50000,Free,0,Everyone,13-Jun-18
Filmi Gaane,FAMILY,4.2,562,20,50000,Free,0,Everyone,21-Dec-17
RadRevision: Anatomy on CT,TOOLS,3.8,560,3,50000,Free,0,Everyone,08-Jun-18
Be Fabulous PHOTO BOOTH,LIFESTYLE,3,552,7,50000,Free,0,Everyone,22-Mar-17
Nasihat - Chalo ae Pyaara,SPORTS,4.6,549,2,50000,Free,0,Everyone,03-Mar-18
PORTABLE SOCCER DX,LIFESTYLE,3,543,94,50000,Free,0,Everyone,02-Jul-18
BW-Go Free,FAMILY,4.3,539,13,50000,Free,0,Everyone,01-Aug-18
EZ App Installer,TOOLS,4.2,522,2,50000,Free,0,Everyone,26-Oct-17
Salah Widget (DK+Malmo),LIFESTYLE,4.6,518,4,50000,Free,0,Everyone,25-Mar-17
Picai - Smart AI Camera,GAME,3.6,517,47,50000,Free,0,Everyone,07-Dec-15
Antenna Tool,FAMILY,4.5,516,21,50000,Free,0,Everyone,21-Dec-16
Radial-G : Infinity,TOOLS,4.3,514,8,50000,Free,0,Everyone,12-Feb-18
Kids Doctor ER Emergency Rescue Kids Hospital Game,TOOLS,4.2,513,2,50000,Free,0,Everyone,06-May-18
Zowi App,FAMILY,4.7,513,9,50000,Free,0,Everyone,14-Dec-17
OpenGL ES Extensions - The OpenGL Utility,MEDICAL,4.5,503,22,50000,Free,0,Everyone,10-Jun-18
E.G. Chess Free,LIFESTYLE,4.7,499,6,50000,Free,0,Everyone,10-May-18
Portes du Soleil,PARENTING,4.4,498,Varies with device,50000,Free,0,Everyone,25-Jul-18
Dirt Trackin Sprint Cars,FAMILY,4.6,498,5,50000,Free,0,Everyone,15-Oct-17
Teen Patti by BL Games,ENTERTAINMENT,3,493,23,50000,Free,0,Everyone,15-Jun-18
Papumba Academy - Fun Learning For Kids,LIFESTYLE,3.7,492,4,50000,Free,0,Everyone,05-Oct-15
Acupuncture Assistant,COMMUNICATION,4.3,488,2,50000,Free,0,Everyone,19-Nov-15
Pill Identifier and Drug list,FINANCE,3.8,480,15,50000,Free,0,Everyone,24-May-18
Lunar Calendar,TOOLS,4.1,479,2,50000,Free,0,Everyone,13-Dec-13
Redwood CU v3.1.0,COMMUNICATION,4,474,2,50000,Free,0,Everyone,05-Aug-16
LIVE VIDEO TALK,FINANCE,3.8,472,8,50000,Free,0,Everyone,21-Feb-18
Arcraft - AR Sandbox,FAMILY,3.7,464,2,50000,Free,0,Everyone,09-Aug-14
NB|AZ Mobile Banking,PRODUCTIVITY,3,460,2,50000,Free,0,Everyone,05-Jan-16
Happy Birthday Songs Offline,GAME,4.4,460,31,50000,Free,0,Everyone,23-Jun-18
Paramedic Pocket Prep,PRODUCTIVITY,4.4,457,58,50000,Free,0,Everyone,06-May-14
ESLock File Recovery Lite,EVENTS,4.3,456,2,50000,Free,0,Everyone,21-Jun-18
AL.com: Alabama Football News,TOOLS,4.2,455,2,50000,Free,0,Everyone,28-Feb-17
FreedomPop Diagnostics,TOOLS,3.6,448,4,50000,Free,0,Everyone,23-Mar-17
Batmobile™ R/C Controller,LIFESTYLE,4,448,3,50000,Free,0,Everyone,08-Jun-18
ParaTek Ai Speech generator,FAMILY,3.6,445,12,50000,Free,0,Everyone,22-Mar-15
3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,FAMILY,4.3,445,29,50000,Free,0,Everyone,01-Jun-17
AC Remote for Midea - NOW FREE,GAME,3.1,440,9,50000,Free,0,Everyone,26-Nov-12
Smokes Guide for CS:GO,LIFESTYLE,4.1,438,26,50000,Free,0,Everyone,27-Sep-13
Video Download For FB,FAMILY,4.1,435,17,50000,Free,0,Everyone,21-Jun-18
Cy-Fair FCU Mobile Banking,TOOLS,3.8,434,18,50000,Free,0,Everyone,16-Mar-18
Knife&Axe Throwing,TOOLS,4.3,434,3,50000,Free,0,Everyone,08-Aug-18
SportCAM,TOOLS,2.7,422,72,50000,Free,0,Everyone,23-Feb-18
Basketball Dynasty Manager 16,SOCIAL,4.3,420,18,50000,Free,0,Everyone,19-Dec-16
Tee and Mo Bath Time Free,TOOLS,3.8,415,2,50000,Free,0,Everyone,01-Jun-17
Verify - Receipts & Expenses,MEDICAL,4.5,410,60,50000,Free,0,Everyone,24-Mar-18
Flipped Out! - Powerpuff Girls,TOOLS,3.2,409,7,50000,Free,0,Everyone,25-May-18
Droid PRoCon BF3,MEDICAL,4.5,408,60,50000,Free,0,Everyone,24-Mar-18
Super AR,LIFESTYLE,2.8,405,25,50000,Free,0,Everyone,22-Jun-18
BEBONCOOL GAMEPAD V1.0,TOOLS,3.8,400,Varies with device,50000,Free,0,Everyone,05-Jul-18
Webmail web mobile app,GAME,4,387,1,50000,Free,0,Everyone,16-Apr-11
Diabetes & Diet Tracker,LIFESTYLE,3.9,386,7,50000,Free,0,Everyone,18-Feb-17
Dinosaurs Coloring Pages,TOOLS,3.5,383,26,50000,Free,0,Everyone,30-Jul-18
Princess Adventures Puzzles,COMMUNICATION,4.1,382,2,50000,Free,0,Everyone,20-Jul-18
Free Wi-fi HotspoT,PRODUCTIVITY,4.1,376,32,50000,Free,0,Everyone,23-Jul-18
YEBIS OpenGL ES 3.0 Tech Demo,SOCIAL,4.3,374,20,50000,Free,0,Everyone,30-Jul-18
N Files - File Manager & Explorer,FAMILY,2.6,366,6,50000,Free,0,Everyone,05-Jan-18
China Town Auto Theft 2,TOOLS,3.9,361,Varies with device,50000,Free,0,Everyone,12-Jul-18
CB Frequencies FREE!,SPORTS,4.1,361,2,50000,Free,0,Everyone,13-Oct-16
Tennis Livescore Widget,BUSINESS,2.7,358,2,50000,Free,0,Everyone,18-Sep-17
Chess and Mate,EDUCATION,4.1,358,2,50000,Free,0,Everyone,21-Aug-14
C++ Tutorials,FAMILY,3.5,352,3,50000,Free,0,Everyone,23-Jul-17
TouchPal Keyboard for vivo,GAME,4.3,350,67,50000,Free,0,Everyone,27-Jul-18
Fake Call From Wengie Prank,FAMILY,4.5,349,11,50000,Free,0,Everyone,16-Mar-18
"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",LIFESTYLE,3.6,346,7,50000,Free,0,Everyone,22-May-18
Learn C [NEW],MEDICAL,4.2,345,14,50000,Free,0,Everyone,20-Jan-18
CU of Colorado Mobile Banking,MEDICAL,3.8,343,26,50000,Free,0,Everyone,01-May-18
"Real Casino:Slot,Keno,BJ,Poker",FAMILY,3.9,339,4,50000,Free,0,Everyone,05-Apr-18
2RedBeans,TOOLS,3.9,336,27,50000,Free,0,Everyone,30-Jul-18
BI Mobile,PRODUCTIVITY,3.9,334,3,50000,Free,0,Everyone,02-Jan-18
CS-Touch,PHOTOGRAPHY,2.9,333,2,50000,Free,0,Everyone,22-Nov-17
SH Script Runner,TOOLS,3.7,332,26,50000,Free,0,Everyone,30-Jul-18
BlitzWolf Shutter - BW Shutter,SHOPPING,4.1,331,10,50000,Free,0,Everyone,10-Aug-17
CABLE SIZE CALCULATOR BS 7671,MEDICAL,4.5,330,17,50000,Free,0,Everyone,31-Jul-18
Black & White Camera - Lovely BW,FAMILY,4,325,27,50000,Free,0,Everyone,12-Jun-18
Cards Casino:Video Poker & BJ,BUSINESS,2.9,322,2,50000,Free,0,Everyone,28-Mar-17
Family Savings CU Mobile,LIFESTYLE,3.2,320,31,50000,Free,0,Everyone,13-Dec-17
Inch/cm/Foot Conversion,LIFESTYLE,4.4,317,74,50000,Free,0,Everyone,21-Dec-16
Baby Care & Tracker,EDUCATION,4,316,29,50000,Free,0,Everyone,15-Feb-17
v-view,BUSINESS,4.1,308,14,50000,Free,0,Everyone,29-May-18
Alphabet A-Z,FAMILY,3.1,306,2,50000,Free,0,Everyone,04-Apr-17
Super Hero M Craft Run,PHOTOGRAPHY,4.2,302,7,50000,Free,0,Everyone,15-Jun-17
Lettre et demande d'emploi,FAMILY,4.5,302,3,50000,Free,0,Everyone,30-Nov-17
University of Alabama,TOOLS,3.6,301,2,50000,Free,0,Everyone,28-Nov-17
BMX Boy Bike Stunt Rider Game,TOOLS,4.3,297,2,50000,Free,0,Everyone,27-Jan-18
Deaf World DW,BUSINESS,4.2,296,14,50000,Free,0,Everyone,15-Jun-18
CR Calculator,TOOLS,4.1,295,3,50000,Free,0,Everyone,05-Mar-18
Cyprus CU Mobile Banking,TOOLS,4.2,294,3,50000,Free,0,Everyone,10-Mar-18
Square Analog Clock AW-7,LIFESTYLE,3.5,292,20,50000,Free,0,Everyone,18-Dec-17
Super Doctor 1-Pregnant Mom ER Surgery Simulator,BUSINESS,3,287,9,50000,Free,0,Everyone,26-Oct-15
AR Sport Cars,FAMILY,3.6,283,18,50000,Free,0,Everyone,19-May-15
Registered Dietitian Pocket Prep,PRODUCTIVITY,2.9,280,10,50000,Free,0,Everyone,14-Nov-14
ES File Explorer,FAMILY,4.4,276,Varies with device,50000,Free,0,Everyone,22-Mar-16
What's Your CS:GO rank?,FAMILY,4.4,276,16,50000,Free,0,Everyone,12-Sep-17
Tarascon Pharmacopoeia,EDUCATION,4,275,2,50000,Free,0,Everyone,02-Dec-13
Board Game Stats: Play tracking for tabletop games,TOOLS,3.7,274,26,50000,Free,0,Everyone,30-Jul-18
GRE Tutor,MEDICAL,3.9,272,6,50000,Free,0,Everyone,11-Dec-17
Find Fast Food,TOOLS,4.3,269,6,50000,Free,0,Everyone,18-Aug-12
BS Battery+,FAMILY,4.2,268,4,50000,Free,0,Everyone,23-Jan-17
Morse Player Free,MEDICAL,4.3,267,2,50000,Free,0,Everyone,08-Jul-18
EP Mobile,FAMILY,4.4,265,8,50000,Free,0,Everyone,06-Jan-17
BW-Go,FAMILY,4.1,262,29,50000,Free,0,Everyone,01-Nov-17
Pocket RxTx Pro,MEDICAL,3.1,253,4,50000,Free,0,Everyone,12-Sep-16
Tap N Pay,TOOLS,3.8,253,15,50000,Free,0,Everyone,13-Jun-18
Jarvis artificial intelligent,FINANCE,2.3,251,5,50000,Free,0,Everyone,12-Oct-17
App Seguridad AV Villas,FAMILY,1.9,250,Varies with device,50000,Free,0,Everyone,18-Jul-18
CP Clicker,LIFESTYLE,3.8,250,7,50000,Free,0,Everyone,31-Jul-18
BioLife Plasma Services,TOOLS,4.2,249,3,50000,Free,0,Everyone,17-Mar-18
"Super Resume Builder Pro, CV",LIFESTYLE,1.6,242,36,50000,Free,0,Everyone,14-May-18
Dynamics AX,FAMILY,4.5,242,5,50000,Free,0,Everyone,03-Jul-18
A hundred,TOOLS,3.3,236,2,50000,Free,0,Everyone,20-Sep-11
CP Plus Showcase,MEDICAL,3.7,236,18,50000,Free,0,Everyone,25-Jul-18
DS router,BUSINESS,4.3,236,7,50000,Free,0,Everyone,09-Mar-18
myAir™ for Air10™ by ResMed,SPORTS,4,232,32,50000,Free,0,Everyone,01-Aug-18
A41 WatchFace for Android Wear Smart Watch,FAMILY,4.5,227,15,50000,Free,0,Everyone,24-Feb-18
Alif Ba Ta Song - Arabic Kids,FAMILY,3.6,226,25,50000,Free,0,Everyone,10-May-18
BJ-UFO,PHOTOGRAPHY,4,223,2,50000,Free,0,Everyone,28-Oct-17
Cyprus Police,TOOLS,4.1,222,16,50000,Free,0,Everyone,26-Jul-18
Hey That's Pretty Good!,LIFESTYLE,4.2,220,15,50000,Free,0,Everyone,26-Jul-18
Calvin Klein – US Store,PRODUCTIVITY,4.2,218,Varies with device,50000,Free,0,Everyone,15-Jul-18
Underdog FC,FAMILY,3.6,215,2,50000,Free,0,Everyone,18-Apr-11
Steam: Rails to Riches,GAME,3.6,214,4,50000,Free,0,Everyone,19-Jul-18
foody Cyprus - online ordering,FAMILY,4.1,213,26,50000,Free,0,Everyone,08-Jun-18
InterracialCupid - Interracial Dating App,LIFESTYLE,3.1,212,12,50000,Free,0,Everyone,26-Sep-17
Solar System AR ( ARCore ),GAME,4.3,211,3,50000,Free,0,Everyone,26-Jan-18
BC Slots - The Lost Reels FREE,FAMILY,3.6,209,16,50000,Free,0,Everyone,19-Oct-16
CL e-bank,LIFESTYLE,4,209,3,50000,Free,0,Everyone,24-Jan-17
AE Checkout Plugin,TOOLS,3.8,208,74,50000,Free,0,Everyone,28-Jul-14
Travis CU,GAME,4.1,207,1,50000,Free,0,Everyone,30-Jan-11
Aquarium Co-Op Podcast,EDUCATION,4.3,206,18,50000,Free,0,Everyone,20-Dec-16
BD All Results,FAMILY,3.5,205,62,50000,Free,0,Everyone,06-Mar-17
Cook 'n Learn Smart Kitchen,PHOTOGRAPHY,3.9,205,2,50000,Free,0,Everyone,29-Jul-17
Next Gen Science Standards,FAMILY,4.1,205,7,50000,Free,0,Everyone,29-Nov-17
dB Sound Level Meter,TOOLS,4,202,2,50000,Free,0,Everyone,15-Mar-18
HTC Sense Input-BG,COMMUNICATION,3.4,198,2,50000,Free,0,Everyone,21-Feb-17
EMT Review Plus,PRODUCTIVITY,4,198,3,50000,Free,0,Everyone,26-Jan-17
BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,FAMILY,3.5,191,5,50000,Free,0,Everyone,18-May-18
m>notes notepad,BUSINESS,3.9,184,4,50000,Free,0,Everyone,12-Aug-14
Car G-Force Meter,BUSINESS,3.8,183,10,50000,Free,0,Everyone,16-Jul-18
Dr Driving Racer,PRODUCTIVITY,4.2,182,7,50000,Free,0,Everyone,28-Apr-18
Comptia A+ 220-901 & 220-902,FAMILY,3.5,174,5,50000,Free,0,Everyone,29-Jun-16
EZ Inspections,FAMILY,4.3,160,67,50000,Free,0,Everyone,18-Jun-18
DV-2019 Results,FAMILY,4.1,157,7,50000,Free,0,Everyone,20-Sep-16
Car Crash III Beam DH Real Damage Simulator 2018,TOOLS,3.4,150,7,50000,Free,0,Everyone,01-Jun-18
EF Smart English,TOOLS,2.1,149,2,50000,Free,0,Everyone,28-Mar-16
SilverSingles: The 50+ Dating App,TOOLS,3.2,148,9,50000,Free,0,Everyone,14-Aug-17
GALAK-Z: Variant Mobile,TOOLS,3.9,145,5,50000,Free,0,Everyone,15-May-18
Wi-Fi Rabbit Unlock Key,COMMUNICATION,4,142,2,50000,Free,0,Everyone,31-Dec-17
X Browser,COMMUNICATION,4.1,141,10,50000,Free,0,Everyone,19-Dec-17
Drink-O-Tron The Drinking Game,FAMILY,3.9,139,4,50000,Free,0,Everyone,16-Jul-18
Long Realty AZ Home Search,TOOLS,3.9,132,2,50000,Free,0,Everyone,17-May-17
Multiple Sclerosis Dx & Mgmt.,FAMILY,4.3,131,5,50000,Free,0,Everyone,29-Nov-17
I am rich (Most expensive app),BUSINESS,4.4,128,6,50000,Free,0,Everyone,26-Jun-18
Elemental Galaxy Dx - Match3,TOOLS,3.9,127,2,50000,Free,0,Everyone,01-Apr-17
Make a burger king,FINANCE,4.1,125,15,50000,Free,0,Everyone,06-Mar-18
Titanic App - Feminist Dating Application,FAMILY,3,119,3,50000,Free,0,Everyone,22-Dec-17
Universal AC Remote Control Simulator,BEAUTY,NaN,119,3,50000,Free,0,Everyone,23-Jul-18
ck-modelcars Shop,PHOTOGRAPHY,2.9,118,26,50000,Free,0,Everyone,24-Jul-18
HCP Anywhere,FAMILY,4.5,114,69,50000,Free,0,Everyone,13-Jun-18
Mozart Baby Sleep,PRODUCTIVITY,4.5,107,1,50000,Free,0,Everyone,19-May-15
Add-On: Alcatel (h),FAMILY,4.2,106,71,50000,Free,0,Everyone,26-Feb-18
BK murli today (Mobile Murli) - Gyan,EVENTS,3.7,100,27,50000,Free,0,Everyone,15-Dec-17
AZ Lottery Players Club,COMMUNICATION,3.9,97,58,50000,Free,0,Everyone,15-May-15
AB Crush Match 3,LIFESTYLE,NaN,96,1,50000,Free,0,Everyone,25-Nov-14
BD Attendance,FAMILY,4.5,93,2,50000,Free,0,Everyone,05-Feb-18
CN Sayin' - Cartoon Network,SHOPPING,4.3,85,2,50000,Free,0,Everyone,26-Jun-18
CP evolution calculator Pokemo,MEDICAL,2.8,78,72,50000,Free,0,Everyone,27-Jun-18
BI Office,TOOLS,4.7,76,2,50000,Free,0,Everyone,05-Apr-18
DSLR Blur Camera Auto Focus,BEAUTY,4.4,75,4,50000,Free,0,Everyone,18-Oct-17
Ray Financial Calculator Pro,PARENTING,NaN,67,15,50000,Free,0,Everyone,18-Apr-18
Arabic Alphabet Alif Ba Ta Wooden Blocks,MEDICAL,2.8,66,1,50000,Free,0,Everyone,25-Oct-16
Word Hunt,TOOLS,3.6,59,2,50000,Free,0,Everyone,22-Apr-14
DX Simulation for X-aid Dx Belt,FAMILY,4.1,35,3,50000,Free,0,Everyone,25-Jun-17
AQ: First Contact,FAMILY,NaN,0,Varies with device,50000,Free,0,Everyone,26-Jul-18
AR Dragon Pet,FAMILY,NaN,0,Varies with device,50000,Free,0,Everyone,09-Nov-17
Simple x3DS Emulator - BETA,GAME,NaN,0,Varies with device,50000,Free,0,Everyone,13-Jun-18
ChatBot AI Talking Girl,FAMILY,4.1,3433,23,50000,Free,0,Everyone 10+,14-Mar-16
C4droid - C/C++ compiler & IDE,FAMILY,4.1,2683,20,50000,Free,0,Everyone 10+,23-Jan-14
Tsuro - The Game of the Path,FAMILY,4.3,2142,47,50000,Free,0,Everyone 10+,16-Apr-18
DroidAdmin for Android - Advice,SPORTS,4.2,798,4,50000,Free,0,Everyone 10+,01-Aug-18
Resume Builder - Free CV Maker & Premium Templates,LIFESTYLE,4.7,759,15,50000,Free,0,Everyone 10+,22-Jan-18
LightMeter (noAds),FAMILY,3,606,42,50000,Free,0,Everyone 10+,16-Aug-16
T-Mobile Content Transfer,GAME,4,368,48,50000,Free,0,Everyone 10+,28-Mar-18
Synology Drive,GAME,4.1,364,67,50000,Free,0,Everyone 10+,23-May-18
Dead Target Zombie Shooting US Sniper Killer Squad,MEDICAL,4,238,Varies with device,50000,Free,0,Everyone 10+,07-Jan-18
Advanced EX for RENAULT,LIFESTYLE,4.4,129,8,50000,Free,0,Everyone 10+,16-Jun-18
Learn English with Phrases,DATING,4.8,5323,3,50000,Free,0,Mature 17+,21-Apr-18
Rage Fight of Streets - Beat Em Up Game,DATING,3.7,1439,38,50000,Free,0,Mature 17+,30-Jul-18
IDM Internet Download Manager,GAME,4.4,1294,44,50000,Free,0,Mature 17+,08-Mar-18
The Rules of Golf,FAMILY,4.3,906,9,50000,Free,0,Mature 17+,09-Mar-18
AU Results 2017 Auzone,DATING,3.9,742,26,50000,Free,0,Mature 17+,07-Apr-18
I am rich VIP,FAMILY,2.4,407,3,50000,Free,0,Mature 17+,11-Apr-17
Fulham FC,SOCIAL,3.2,398,2,50000,Free,0,Mature 17+,03-Dec-14
Red River CU,GAME,4.2,340,72,50000,Free,0,Mature 17+,27-Oct-17
Pick-a-Paint,DATING,3.5,241,2,50000,Free,0,Mature 17+,01-Jun-18
Painting By Numbers,DATING,3.4,212,2,50000,Free,0,Mature 17+,13-Jun-18
Free Live Talk-Video Call,SOCIAL,4.1,158,26,50000,Free,0,Mature 17+,19-Jul-18
Ríos de Fe,GAME,4.1,140,45,50000,Free,0,Mature 17+,31-May-17
Pino chess,EDUCATION,3.9,61,18,50000,Free,0,Mature 17+,28-May-18
SignEasy | Sign and Fill PDF and other Documents,SOCIAL,4.8,8369,63,50000,Free,0,Teen,13-Jul-18
Archery Physics Objects Destruction Apple shooter,SOCIAL,4.9,5677,67,50000,Free,0,Teen,13-Jul-18
Crime Wars S. Andreas,SOCIAL,4.8,5369,63,50000,Free,0,Teen,13-Jul-18
L.A. Crime Stories 2 Mad City Crime,SOCIAL,4.8,3782,63,50000,Free,0,Teen,13-Jul-18
OurTime Dating for Singles 50+,FAMILY,4.4,2420,6,50000,Free,0,Teen,28-Jul-18
Friday: Smart Personal Assistant,GAME,4.5,2032,50,50000,Free,0,Teen,05-Jun-18
Microsoft Power BI–Business data analytics,LIFESTYLE,4.4,1740,4,50000,Free,0,Teen,27-Jul-17
Eh Volevi!,GAME,4.4,1563,40,50000,Free,0,Teen,29-Jun-17
Mosaic puzzles,SPORTS,4.3,1539,14,50000,Free,0,Teen,06-Jun-18
FC Red Bull Salzburg App,FAMILY,4.6,1481,3,50000,Free,0,Teen,31-Mar-18
Stack It AR,FAMILY,4.5,1318,24,50000,Free,0,Teen,05-Mar-18
Lock Screen Phone X Style OS 11,FAMILY,4.3,1130,48,50000,Free,0,Teen,03-Apr-15
Grand Bat Superhero Flying Assault Rescue Mission,GAME,4.4,1063,18,50000,Free,0,Teen,30-Oct-17
SW-DB,FAMILY,3.8,935,22,50000,Free,0,Teen,26-Mar-18
Nusenda CU– Mobile Banking,SOCIAL,4.5,795,21,50000,Free,0,Teen,07-Jun-18
Tribeca Shortlist - Handpicked Movies,FAMILY,4,785,31,50000,Free,0,Teen,03-Jun-15
FCB Connect - FC Barcelona,FAMILY,3.6,783,25,50000,Free,0,Teen,25-Jun-16
Series Valley of the Wolves full of part,GAME,4,721,18,50000,Free,0,Teen,31-Dec-15
Mini for fb lite,COMICS,3.7,705,20,50000,Free,0,Teen,19-Jul-18
My College Bookstore,GAME,3.2,655,14,50000,Free,0,Teen,18-May-16
EMT Tutor NREMT-B Study Guide,MEDICAL,4.7,623,20,50000,Free,0,Teen,29-Jul-18
Kicker U Lite,FAMILY,3.7,433,Varies with device,50000,Free,0,Teen,01-Aug-13
FP Notebook,FAMILY,4,403,39,50000,Free,0,Teen,30-Jul-18
M star Dialer,GAME,4.1,395,54,50000,Free,0,Teen,24-Nov-17
Lippincott Nursing Advisor,GAME,4.1,341,26,50000,Free,0,Teen,12-Aug-16
SQLite DB Reader,GAME,4.1,297,48,50000,Free,0,Teen,28-Mar-18
AC Remote for O General - NOW FREE,FAMILY,3.8,271,8,50000,Free,0,Teen,12-Jun-17
Davis's Drug Guide,FAMILY,3.1,269,39,50000,Free,0,Teen,03-Jun-17
Electricity Bill Calculator BD,FAMILY,3.5,246,35,50000,Free,0,Teen,23-Sep-16
IV Calc CP Calculator Toolkit,GAME,4.3,240,65,50000,Free,0,Teen,03-Oct-17
Christian Questions Podcast,SHOPPING,4.7,221,9,50000,Free,0,Teen,01-Aug-17
Driving Suv Toyota Car Simulator,BEAUTY,4.1,187,30,50000,Free,0,Teen,24-Jul-18
Wrinkles and rejuvenation,GAME,3.6,182,41,50000,Free,0,Teen,01-Mar-18
dB Meter - measure sound & noise level in Decibel,FAMILY,4,154,58,50000,Free,0,Teen,13-Jun-18
Ek Onkar,PARENTING,4.7,107,98,50000,Free,0,Teen,09-Jul-18
BU Calculator,GAME,4.4,69,2,50000,Free,0,Teen,25-Nov-17
DX Simulation Belt for Decade henshin,SOCIAL,4.3,64,3,50000,Free,0,Teen,22-Mar-18
Avenger Legends,LIFESTYLE,3.8,3547,2,100000,Paid,$399.99 ,Everyone,12-Jan-18
How Do I Look,MEDICAL,4.5,2923,25,100000,Paid,$24.99 ,Everyone,25-May-18
"Official QR Code® Reader ""Q""",MEDICAL,4.5,2921,25,100000,Paid,$24.99 ,Everyone,25-May-18
Remote for Sony TV & Sony Blu-Ray Players MyAV,FAMILY,4.4,3358,17,100000,Paid,$14.99 ,Everyone,01-Aug-18
Let's Poke The Egg,FAMILY,4.3,8450,1,100000,Paid,$13.99 ,Everyone,15-Mar-17
UBA Mobile Banking,FAMILY,3.8,11250,6,100000,Paid,$9.99 ,Everyone 10+,12-Jun-18
InstaCam - Camera for Selfie,FAMILY,4.2,13752,21,100000,Paid,$9.99 ,Mature 17+,24-Oct-17
Assassin's Creed Identity,GAME,4.5,38207,15,100000,Paid,$9.99 ,Teen,19-Oct-15
Jewels Star: OZ adventure,FAMILY,4.5,20101,7,100000,Paid,$9.99 ,Teen,02-Oct-15
Black Commando | Special Ops | FPS Shooting,MEDICAL,4.2,1135,12,100000,Paid,$9.00 ,Everyone,16-Jul-18
Hypocam,SPORTS,3.9,11460,Varies with device,100000,Paid,$8.99 ,Everyone,27-Jun-18
B&H Photo Video Pro Audio,FAMILY,4.5,15924,4,100000,Paid,$7.99 ,Teen,15-Mar-17
ao,GAME,4.2,13004,46,100000,Paid,$6.99 ,Teen,20-Dec-16
FanDuel: Daily Fantasy Sports,PRODUCTIVITY,4.6,26919,Varies with device,100000,Paid,$5.99 ,Everyone,25-Jun-18
Complete Spanish Movies,GAME,4.6,10795,69,100000,Paid,$5.99 ,Everyone,21-Dec-17
T-shirt design - Snaptee,PRODUCTIVITY,4.6,27135,Varies with device,100000,Paid,$4.99 ,Everyone,24-May-18
Dr. Panda Ice Cream Truck Free,GAME,4.9,21119,48,100000,Paid,$4.99 ,Everyone,18-Apr-18
Sleeping Delivery,GAME,4.5,18125,15,100000,Paid,$4.99 ,Everyone,09-Jul-18
Live Weather & Daily Local Weather Forecast,FAMILY,4.8,12400,Varies with device,100000,Paid,$4.99 ,Everyone,14-Jun-18
S Note,BUSINESS,4.7,11442,6,100000,Paid,$4.99 ,Everyone,25-Mar-18
PINKFONG Baby Shark,BUSINESS,4.8,10295,39,100000,Paid,$4.99 ,Everyone,11-Apr-17
US Open Tennis Championships 2018,GAME,4.6,9394,33,100000,Paid,$4.99 ,Everyone,30-Nov-17
Quran for All (Al-Huda Int.),ENTERTAINMENT,4.6,6238,Varies with device,100000,Paid,$4.99 ,Everyone,30-Jun-18
vide-greniers.org,FAMILY,4.4,5427,Varies with device,100000,Paid,$4.99 ,Everyone,28-Jan-14
Emoji Android L Keyboard,FAMILY,4.1,10758,8,100000,Paid,$4.99 ,Everyone 10+,15-Dec-15
PhotoScan by Google Photos,FAMILY,4.8,51068,57,100000,Paid,$4.99 ,Teen,21-Jun-18
ER Surgery Simulator,GAME,4.4,17988,7,100000,Paid,$4.99 ,Teen,25-Jul-18
PulsePoint Respond,GAME,4.4,7412,84,100000,Paid,$4.99 ,Teen,26-Apr-18
Muzy - Share photos & collages,TOOLS,4.5,57076,35,100000,Paid,$4.49 ,Everyone,24-Jul-18
BURGER KING® MOBILE APP,WEATHER,4.8,17493,11,100000,Paid,$4.49 ,Everyone,20-Apr-18
